disposicion_literatura,disposicion_kepler,confianza_disposicion,columna_fpflag_nt,columna_fpflag_ss,columna_fpflag_co,columna_fpflag_ec,periodo_orbital,columna_period_err1,columna_period_err2,columna_time0bk,columna_time0bk_err1,columna_time0bk_err2,columna_impact,columna_impact_err1,columna_impact_err2,duracion_transito,columna_duration_err1,columna_duration_err2,profundidad_transito,columna_depth_err1,columna_depth_err2,radio_planeta,columna_prad_err1,columna_prad_err2,columna_teq,columna_insol,columna_insol_err1,columna_insol_err2,columna_model_snr,columna_tce_plnt_num,temperatura_estrella,columna_steff_err1,columna_steff_err2,gravedad_superficial,columna_slogg_err1,columna_slogg_err2,radio_estrella,columna_srad_err1,columna_srad_err2,ascension_recta,declinacion,magnitud_kepler
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000049,0.000023,0.999977,0.039288,0.000784,0.999216,0.003869,0.00076,0.994842,0.030735,0.001515,0.998485,0.001812,0.000038,0.999962,0.000026,0.000069,0.99999,0.067614,0.000023,0.000058,0.999984,0.024418,0,0.251681,0.239645,0.897843,0.821516,0.071332,0.838442,0.003829,0.008462,0.9987,0.468507,0.872172,15.312
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000054,0.000029,0.999971,0.036596,0.000875,0.999125,0.005426,0.000608,0.99614,0.054053,0.003371,0.996629,0.001947,0.00003,0.99997,0.000024,0.000049,0.999995,0.055184,0.00001,0.000021,0.999995,0.034468,0,0.213374,0.242604,0.897843,0.848035,0.019022,0.866611,0.003299,0.005651,0.999423,0.713487,0.883147,15.08
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000146,0.000238,0.999762,0.049005,0.003183,0.996817,0.000308,0.004209,0.999477,0.01955,0.002728,0.997272,0.000791,0.000091,0.999909,0.000009,0.000005,0.999998,0.025133,0.000001,0,1,0.004097,0,0.106989,0.119822,0.95403,0.875494,0.018342,0.97763,0.001963,0.000907,0.999707,0.64572,0.885517,15.385
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000076,0.000087,0.999913,0.011666,0.002076,0.997924,0.00623,0.000035,0.991942,0.00951,0.001946,0.998054,0.000683,0.000101,0.999899,0.000009,0.000005,0.999998,0.031621,0.000001,0.000001,1,0.003346,0.142857,0.106989,0.119822,0.95403,0.875494,0.018342,0.97763,0.001963,0.000907,0.999707,0.64572,0.885517,15.385
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000093,0.000226,0.999774,0.04307,0.00429,0.99571,0.008759,0.000386,0.989211,0.027711,0.004129,0.995871,0.000595,0.000075,0.999925,0.000013,0.000025,0.999997,0.044529,0.000005,0.000009,0.999998,0.003954,0,0.218814,0.245562,0.905789,0.856874,0.023098,0.893952,0.002789,0.004593,0.99944,0.739372,0.887793,15.505
CONFIRMED,CANDIDATE,0.998,0,0,0,0,0.000335,0.000557,0.999443,0.023239,0.003359,0.996641,0.008452,0.000456,0.990138,0.048741,0.005891,0.994109,0.000399,0.00002,0.99998,0.000014,0.00002,0.999996,0.034558,0.000002,0.000002,0.999999,0.009244,0.142857,0.241254,0.155325,0.933598,0.819823,0.061141,0.908865,0.00393,0.004654,0.999113,0.96082,0.492439,12.882
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,0,0.000024,0.000058,0.999942,0.037813,0.004325,0.995675,0.012033,0.131868,0.997623,0.027158,0.005941,0.994059,0.000471,0.000055,0.999945,0.000107,0.000164,0.999976,0.068775,0.000025,0.00004,0.999987,0.004307,0,0.199018,0.258876,0.909762,0.847094,0.033288,0.913007,0.003055,0.004019,0.999389,0.569929,0.107427,15.629
CANDIDATE,CANDIDATE,0.773,0,0,0,0,0.000011,0.000006,0.999994,0.036467,0.00084,0.99916,0.012499,0.05643,0.999275,0.014893,0.001411,0.998589,0.001051,0.000049,0.999951,0.000161,0.000416,0.999937,0.103948,0.000124,0.000306,0.999913,0.011442,0,0.232263,0.22929,0.902384,0.820576,0.084239,0.845899,0.00376,0.008159,0.998751,0.663776,0.109965,15.279
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000019,0.000023,0.999977,0.036626,0.001935,0.998065,0.000228,0.004735,0.999612,0.021359,0.002094,0.997906,0.000543,0.000037,0.999963,0.000015,0.000047,0.999996,0.095274,0.000088,0.000258,0.999945,0.007123,0,0.268455,0.257396,0.864359,0.826594,0.036685,0.821044,0.004208,0.010668,0.998984,0.539637,0.121665,15.541
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000054,0.000093,0.999907,0.038685,0.002849,0.997151,0.000119,0.004606,0.999798,0.028862,0.002871,0.997129,0.000617,0.00005,0.99995,0.000016,0.00005,0.999995,0.068297,0.000024,0.00007,0.999985,0.005688,0.142857,0.268455,0.257396,0.864359,0.826594,0.036685,0.821044,0.004208,0.010668,0.998984,0.539637,0.121665,15.541
'FALSE POSITIVE','FALSE POSITIVE',0.480829,0,0,0,1,0.000107,0.000951,0.999049,0.037712,0.013341,0.986659,0.001588,0.003478,0.997303,0.017713,0.015594,0.984406,0.000298,0.000134,0.999866,0.000009,0.000033,0.999998,0.046852,0.000006,0.000019,0.999997,0.001237,0.034808,0.237099,0.238166,0.904654,0.844837,0.018342,0.772162,0.003346,0.010063,0.99944,0.511801,0.935633,15.727
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000063,0.000093,0.999907,0.039679,0.002603,0.997397,0.000218,0.004419,0.999629,0.019298,0.002396,0.997604,0.000729,0.000069,0.999931,0.000013,0.000017,0.999997,0.049583,0.000007,0.00001,0.999997,0.005257,0,0.203476,0.235207,0.909762,0.853865,0.021739,0.913836,0.002955,0.003415,0.999432,0.755157,0.935496,15.339
CONFIRMED,CANDIDATE,0.989,0,0,0,0,0.000463,0.002922,0.997078,0.044858,0.010969,0.989031,0.000932,0.004197,0.998415,0.03601,0.009109,0.990891,0.000604,0.000128,0.999872,0.000011,0.000016,0.999997,0.024928,0.000001,0.000001,1,0.00222,0.142857,0.203476,0.235207,0.909762,0.853865,0.021739,0.913836,0.002955,0.003415,0.999432,0.755157,0.935496,15.339
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000095,0.000041,0.999959,0.044657,0.00071,0.99929,0.005456,0.00076,0.997842,0.03681,0.002931,0.997069,0.003961,0.000071,0.999929,0.000037,0.000102,0.999991,0.04972,0.000007,0.000018,0.999996,0.030614,0,0.236796,0.230769,0.901816,0.839007,0.026495,0.827672,0.003525,0.00825,0.999216,0.423426,0.962013,15.14
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000009,0.000006,0.999994,0.036899,0.000682,0.999318,0.012579,0.066074,0.997927,0.013249,0.001149,0.998851,0.001282,0.000052,0.999948,0.000232,0.00037,0.999896,0.129422,0.000293,0.00039,0.999797,0.012436,0,0.25357,0.106509,0.948922,0.784841,0.105978,0.903065,0.005353,0.006951,0.99802,0.502604,0.073068,15.122
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,0,0.000078,0.000162,0.999838,0.039053,0.003921,0.996079,0.012053,0.695815,0.992195,0.027324,0.00599,0.99401,0.000566,0.000068,0.999932,0.000142,0.000398,0.999952,0.05812,0.000013,0.000035,0.999992,0.004219,0,0.24677,0.260355,0.890465,0.820387,0.057065,0.837614,0.004138,0.00964,0.99882,0.548572,0.072095,15.065
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000018,0.000029,0.999971,0.03636,0.002796,0.997204,0.002361,0.002315,0.995988,0.017158,0.002767,0.997233,0.000248,0.000029,0.999971,0.00001,0.000013,0.999996,0.089264,0.000068,0.00008,0.999962,0.004296,0,0.215943,0.121302,0.958002,0.809291,0.085598,0.914664,0.004147,0.004654,0.998795,0.529871,0.084289,15.026
CONFIRMED,CANDIDATE,1,0,0,0,0,0.00005,0.000058,0.999942,0.037027,0.001882,0.998118,0.008313,0.00097,0.990071,0.014676,0.002248,0.997752,0.000846,0.000076,0.999924,0.000013,0.000021,0.999998,0.053749,0.000009,0.000015,0.999996,0.00561,0,0.226067,0.245562,0.905789,0.866842,0.019022,0.907208,0.00248,0.003385,0.999681,0.503831,0.107639,15.591
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000002,0,1,0.036501,0.000281,0.999719,0.012479,0.003905,0.997623,0.014638,0.000569,0.999431,0.007115,0.000118,0.999882,0.000137,0.00016,0.999978,0.123685,0.000247,0.000318,0.999893,0.033099,0,0.195995,0.230769,0.911464,0.87098,0.019022,0.931234,0.002293,0.002418,0.999656,0.50961,0.108356,15.748
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000076,0.000035,0.999965,0.041883,0.000833,0.999167,0.009126,0.000082,0.999916,0.024962,0.001639,0.998361,0.003725,0.000137,0.999863,0.000038,0.0001,0.999991,0.053749,0.000009,0.000024,0.999995,0.020277,0,0.251379,0.264793,0.888195,0.845213,0.032609,0.840928,0.003164,0.007071,0.999328,0.522645,0.105611,15.657
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000152,0.000336,0.999664,0.019933,0.00422,0.99578,0.005516,0.003776,0.993796,0.0236,0.003733,0.996267,0.00097,0.000116,0.999884,0.000009,0.000006,0.999998,0.022948,0,0,1,0.003887,0.142857,0.097393,0.10355,0.951192,0.885274,0.028533,0.974316,0.001671,0.000997,0.999656,0.284726,0.171394,15.954
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000353,0.001536,0.998464,0.033078,0.007541,0.992459,0.000129,0.004852,0.999781,0.033981,0.006436,0.993564,0.000905,0.000145,0.999855,0.000009,0.000006,0.999998,0.016938,0,0,1,0.002871,0.285714,0.097393,0.10355,0.951192,0.885274,0.028533,0.974316,0.001671,0.000997,0.999656,0.284726,0.171394,15.954
CONFIRMED,CANDIDATE,0.952,0,0,0,0,0.000183,0.001159,0.998841,0.019986,0.011355,0.988645,0.009424,0.000047,0.988874,0.038263,0.008762,0.991238,0.000067,0.000017,0.999983,0.000006,0.000009,0.999998,0.042617,0.000004,0.000005,0.999998,0.001889,0.428571,0.241254,0.155325,0.933598,0.819823,0.061141,0.908865,0.00393,0.004654,0.999113,0.96082,0.492439,12.882
CONFIRMED,CANDIDATE,0.994,0,0,0,0,0.000058,0.000226,0.999774,0.011859,0.007647,0.992353,0.007023,0.002736,0.99179,0.015409,0.005941,0.994059,0.000338,0.000094,0.999906,0.000006,0.000004,0.999999,0.032031,0.000001,0.000001,0.999999,0.001756,0.428571,0.097393,0.10355,0.951192,0.885274,0.028533,0.974316,0.001671,0.000997,0.999656,0.284726,0.171394,15.954
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000028,0.000006,0.999994,0.036991,0.00026,0.99974,0.005198,0.000807,0.996005,0.016313,0.001495,0.998505,0.005544,0.000076,0.999924,0.000036,0.000071,0.999992,0.066931,0.000022,0.000043,0.999989,0.040951,0,0.218814,0.247041,0.905221,0.854805,0.023098,0.887324,0.002894,0.004865,0.999406,0.676902,0.173301,15.725
CONFIRMED,CANDIDATE,0.999,0,0,0,0,0.00017,0.000568,0.999432,0.040638,0.006206,0.993794,0.003968,0.000772,0.993257,0.037375,0.00604,0.99396,0.00064,0.00009,0.99991,0.000011,0.000018,0.999998,0.0349,0.000002,0.000003,0.999999,0.003545,0,0.206573,0.236686,0.909194,0.859131,0.021739,0.913836,0.00272,0.003687,0.999552,0.679435,0.186841,15.583
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000011,0,1,0.037212,0.000118,0.999882,0.000754,0.000257,0.998719,0.01688,0.000167,0.999833,0.00517,0.00003,0.99997,0.000048,0.000065,0.999982,0.106133,0.000134,0.000159,0.999919,0.088319,0,0.217454,0.122781,0.958002,0.804025,0.093071,0.91715,0.004339,0.004865,0.998614,0.641082,0.117114,15.001
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000149,0.000023,0.999977,0.045389,0.000244,0.999756,0.004543,0.000935,0.997218,0.014094,0.001446,0.998554,0.014094,0.000219,0.999781,0.000067,0.000084,0.999988,0.042207,0.000004,0.000004,0.999999,0.037605,0,0.230374,0.112426,0.951759,0.835998,0.032609,0.907208,0.003464,0.003657,0.999475,0.638533,0.126038,15.562
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,1,0,0.000056,0.000591,0.999409,0.037931,0.018438,0.981562,0.011656,0.393149,0.984643,0.044553,0.036188,0.963812,0.000209,0.000073,0.999927,0.000087,0.00019,0.999979,0.055525,0.000011,0.000022,0.999994,0.001568,0.142857,0.226369,0.224852,0.904086,0.850103,0.025815,0.874068,0.003111,0.005863,0.999328,0.644248,0.12842,15.559
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000068,0.000093,0.999907,0.041929,0.00248,0.99752,0.000238,0.004688,0.999595,0.022333,0.002614,0.997386,0.000662,0.000056,0.999944,0.000012,0.00002,0.999997,0.049993,0.000007,0.000012,0.999996,0.005953,0,0.203098,0.247041,0.905221,0.842392,0.042799,0.910522,0.003094,0.004261,0.999294,0.479279,0.136487,15.387
'FALSE POSITIVE','FALSE POSITIVE',0.053,0,1,0,0,0.000078,0.000023,0.999977,0.039989,0.000522,0.999478,0.002788,0.000468,0.998921,0.055886,0.001347,0.998653,0.010976,0.000082,0.999918,0.000066,0.000168,0.999969,0.055867,0.000011,0.000027,0.999991,0.070328,0,0.224103,0.25,0.904086,0.810984,0.122283,0.85087,0.003982,0.008462,0.998398,0.358698,0.146527,15.646
CONFIRMED,CANDIDATE,1,0,0,0,0,0.0011,0.001362,0.998638,0.02494,0.002269,0.997731,0.00376,0.000853,0.995398,0.064108,0.004757,0.995243,0.006855,0.000212,0.999788,0.000044,0.000038,0.999995,0.019328,0,0,1,0.015329,0.142857,0.213374,0.14497,0.931896,0.848035,0.009511,0.932891,0.003299,0.002387,0.999681,0.248349,0.150387,15.403
CONFIRMED,CANDIDATE,0.95,0,0,0,0,0.000046,0.000267,0.999733,0.011186,0.011601,0.988399,0.006408,0.003776,0.992751,0.023179,0.009208,0.990792,0.000036,0.000011,0.999989,0.000004,0.000006,0.999999,0.068023,0.000023,0.00003,0.999988,0.00159,0.285714,0.241254,0.155325,0.933598,0.819823,0.061141,0.908865,0.00393,0.004654,0.999113,0.96082,0.492439,12.882
CONFIRMED,CANDIDATE,0.745,0,0,0,0,0.000462,0.000186,0.999814,0.091254,0.000728,0.999272,0.002222,0.000783,0.997539,0.047418,0.001619,0.998381,0.013157,0.000165,0.999835,0.00006,0.000051,0.999993,0.026363,0.000001,0.000001,1,0.038345,0,0.213374,0.14497,0.931896,0.848035,0.009511,0.932891,0.003299,0.002387,0.999681,0.248349,0.150387,15.403
CONFIRMED,CANDIDATE,0.480829,0,0,0,0,0.000222,0.001467,0.998533,0.022325,0.012603,0.987397,0.00359,0.001105,0.993901,0.034306,0.009901,0.990099,0.000317,0.000112,0.999888,0.000009,0.000009,0.999999,0.03408,0.000002,0.000002,1,0.001281,0.034808,0.213374,0.14645,0.936436,0.848035,0.009511,0.922121,0.003299,0.00278,0.999707,0.248349,0.150387,15.403
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.00001,0.000017,0.999983,0.036974,0.00262,0.99738,0.012152,0.079647,0.998297,0.015179,0.004188,0.995812,0.000529,0.000066,0.999934,0.000128,0.000344,0.99997,0.098689,0.000101,0.000267,0.999945,0.004285,0,0.226823,0.252959,0.893303,0.843145,0.024457,0.830986,0.003507,0.008008,0.999285,0.323471,0.14876,15.974
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000021,0.00007,0.99993,0.038067,0.005415,0.994585,0.000139,0.003905,0.999764,0.038718,0.005594,0.994406,0.000382,0.000036,0.999964,0.000008,0.000005,0.999998,0.060989,0.000015,0.000012,0.999992,0.005356,0,0.151568,0.207101,0.912599,0.852172,0.032609,0.976802,0.002707,0.001269,0.999458,0.361079,0.149262,15.842
CONFIRMED,CANDIDATE,1,0,0,0,0,0.00001,0,1,0.03708,0.000086,0.999914,0.005099,0.000257,0.999376,0.01378,0.000525,0.999475,0.00976,0.000052,0.999948,0.000056,0.000143,0.999983,0.103401,0.000121,0.000295,0.999926,0.111467,0,0.247299,0.236686,0.898978,0.83581,0.044158,0.838442,0.003412,0.007374,0.999096,0.245156,0.155477,15.53
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000035,0.000029,0.999971,0.036977,0.001642,0.998358,0.00003,0.004968,0.999949,0.016485,0.001644,0.998356,0.000654,0.000043,0.999957,0.000012,0.000016,0.999998,0.058803,0.000013,0.000018,0.999994,0.007797,0,0.189573,0.22929,0.912032,0.85142,0.017663,0.919635,0.003037,0.003354,0.999483,0.331135,0.157586,15.119
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000156,0.000186,0.999814,0.045058,0.002128,0.997872,0.002579,0.001765,0.995617,0.028938,0.002381,0.997619,0.001366,0.00008,0.99992,0.000017,0.000013,0.999996,0.03367,0.000002,0.000002,0.999999,0.00867,0,0.16955,0.218935,0.916005,0.845778,0.048913,0.963546,0.002837,0.001904,0.999397,0.432719,0.163459,15.398
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000024,0.000017,0.999983,0.038064,0.001302,0.998698,0.004623,0.000023,0.992633,0.013419,0.001574,0.998426,0.001059,0.000068,0.999932,0.00001,0.000006,0.999998,0.043095,0.000004,0.000003,0.999998,0.007907,0,0.097393,0.10355,0.951192,0.885274,0.028533,0.974316,0.001671,0.000997,0.999656,0.284726,0.171394,15.954
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,0,0.000017,0.000012,0.999988,0.037342,0.001452,0.998548,0.01245,0.192892,0.994117,0.014115,0.002114,0.997886,0.000869,0.000064,0.999936,0.000151,0.000442,0.999959,0.088854,0.000067,0.000193,0.999959,0.007168,0,0.246694,0.272189,0.871737,0.838631,0.036685,0.821044,0.003612,0.008975,0.999148,0.709955,0.2485,15.555
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000142,0.000301,0.999699,0.040129,0.003921,0.996079,0.000794,0.003846,0.998651,0.031437,0.003401,0.996599,0.00058,0.000054,0.999946,0.000015,0.000022,0.999996,0.046169,0.000005,0.000006,0.999998,0.005091,0,0.235285,0.115385,0.955732,0.819635,0.044837,0.898094,0.004108,0.004865,0.999191,0.485139,0.252882,15.386
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000036,0.000064,0.999936,0.01338,0.00306,0.99694,0.005248,0.000245,0.992245,0.029702,0.002896,0.997104,0.000091,0.000007,0.999993,0.000008,0.000004,0.999999,0.084483,0.000055,0.000023,0.999988,0.005588,0.285714,0.240725,0.094675,0.957435,0.779387,0.013587,0.985087,0.005627,0.001904,0.999604,0.785417,0.738086,12.487
CONFIRMED,CANDIDATE,0.998,0,0,0,0,0.000073,0.000278,0.999722,0.013513,0.006311,0.993689,0.009414,0.000327,0.988655,0.034234,0.00896,0.99104,0.000271,0.000042,0.999958,0.000013,0.00002,0.999997,0.057711,0.000012,0.000015,0.999995,0.003148,0.285714,0.235285,0.115385,0.955732,0.819635,0.044837,0.898094,0.004108,0.004865,0.999191,0.485139,0.252882,15.386
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000295,0.001026,0.998974,0.032052,0.007137,0.992863,0.009037,0.000292,0.988823,0.041462,0.009851,0.990149,0.000644,0.000069,0.999931,0.00002,0.000029,0.999995,0.035856,0.000002,0.000002,0.999999,0.004384,0.142857,0.235285,0.115385,0.955732,0.819635,0.044837,0.898094,0.004108,0.004865,0.999191,0.485139,0.252882,15.386
CONFIRMED,CANDIDATE,0.99,0,0,0,0,0.000025,0,1,0.036636,0.000042,0.999958,0.00119,0.00007,0.998584,0.018396,0.000039,0.999961,0.01449,0.000034,0.999966,0.000057,0.000042,0.999994,0.064882,0.000019,0.000014,0.999995,0.220515,0,0.188062,0.121302,0.953462,0.851044,0.013587,0.946976,0.002977,0.001874,0.999716,0.490625,0.25383,15.224
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000266,0.000232,0.999768,0.038548,0.001636,0.998364,0.009265,0.006722,0.999477,0.020792,0.003475,0.996525,0.002935,0.000212,0.999788,0.000038,0.000079,0.999988,0.033192,0.000001,0.000003,0.999999,0.008482,0,0.215187,0.245562,0.905789,0.834117,0.055027,0.875725,0.003316,0.005923,0.999096,0.27745,0.193383,15.684
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000058,0.000046,0.999954,0.040297,0.001329,0.998671,0.005129,0.002771,0.994521,0.025588,0.002129,0.997871,0.001604,0.000066,0.999934,0.000027,0.000079,0.999993,0.064131,0.000019,0.000052,0.999989,0.012502,0,0.250246,0.25,0.868331,0.82603,0.035326,0.816901,0.004247,0.010093,0.999044,0.669341,0.202686,15.67
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000183,0.000533,0.999467,0.048599,0.005345,0.994655,0.004127,0.00062,0.992987,0.027259,0.005594,0.994406,0.000767,0.000119,0.999881,0.000009,0.000005,0.999998,0.020762,0,0,1,0.003037,0,0.082055,0.110947,0.952894,0.880384,0.028533,0.979287,0.001806,0.000907,0.999621,0.18354,0.210723,15.414
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000061,0.000064,0.999936,0.04129,0.001865,0.998135,0.005684,0,0.992111,0.016042,0.002213,0.997787,0.001011,0.000082,0.999918,0.00001,0.000006,0.999998,0.029709,0.000001,0.000001,1,0.006229,0,0.0779,0.107988,0.952894,0.885086,0.021739,0.967688,0.001775,0.001058,0.999664,0.409698,0.21931,15.877
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000291,0.000017,0.999983,0.056523,0.000111,0.999889,0.00497,0.000035,0.999916,0.031008,0.000319,0.999681,0.053764,0.000214,0.999786,0.000137,0.000244,0.999971,0.032441,0.000001,0.000002,0.999999,0.143572,0,0.220174,0.245562,0.896141,0.841452,0.025815,0.874068,0.003581,0.005409,0.999337,0.653701,0.220714,15.472
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000034,0.000087,0.999913,0.039297,0.004571,0.995429,0.012698,0.001146,0.99882,0.256051,0.013564,0.986436,0.00159,0.00003,0.99997,0.00015,0.000268,0.999959,0.077175,0.000038,0.000071,0.999978,0.03279,0,0.287269,0.303254,0.883655,0.837502,0.059103,0.864954,0.00312,0.004805,0.999259,0.697867,0.221706,15.27
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000027,0.000023,0.999977,0.037832,0.001569,0.998431,0.01112,0.012906,0.99941,0.036192,0.002203,0.997797,0.0004,0.000014,0.999986,0.000068,0.000144,0.999987,0.068706,0.000024,0.00005,0.999989,0.015263,0,0.215565,0.220414,0.915437,0.85048,0.019701,0.865783,0.00312,0.005681,0.999458,0.512565,0.868587,13.496
CONFIRMED,CANDIDATE,0.992,0,0,0,0,0.000112,0.000128,0.999872,0.013507,0.002058,0.997942,0.001716,0.003063,0.997084,0.043668,0.002178,0.997822,0.000279,0.000011,0.999989,0.000014,0.000006,0.999999,0.057984,0.000013,0.000005,0.999997,0.011861,0,0.240725,0.094675,0.957435,0.779387,0.013587,0.985087,0.005627,0.001904,0.999604,0.785417,0.738086,12.487
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000166,0.000417,0.999583,0.039567,0.004571,0.995429,0.000526,0.004606,0.999107,0.031245,0.004505,0.995495,0.000763,0.000092,0.999908,0.000016,0.000042,0.999994,0.041934,0.000004,0.000009,0.999998,0.004175,0,0.222138,0.245562,0.905789,0.820576,0.078804,0.844242,0.003873,0.008129,0.998751,0.682464,0.226946,15.54
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000059,0.000012,0.999988,0.038214,0.000339,0.999661,0.007271,0.000117,0.999815,0.02356,0.001035,0.998965,0.009827,0.000128,0.999872,0.000051,0.00012,0.999989,0.053886,0.000009,0.000021,0.999995,0.042961,0,0.228863,0.227811,0.902384,0.854053,0.027174,0.86744,0.002903,0.005893,0.99944,0.168544,0.231024,15.805
CANDIDATE,CANDIDATE,0.480829,0,0,0,0,0.000006,0.000006,0.999994,0.03677,0.000933,0.999067,0.015608,0.003038,0.994666,0.01306,0.001683,0.998317,0.005254,0.000327,0.999673,0.000363,0.00128,0.999889,0.131266,0.000311,0.001072,0.999802,0.009895,0.034808,0.269513,0.27071,0.875709,0.823961,0.05231,0.774648,0.003834,0.011393,0.998993,0.738716,0.235937,15.202
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000116,0.000058,0.999942,0.039274,0.001053,0.998947,0.006865,0.000386,0.998887,0.023575,0.003193,0.996807,0.00995,0.000293,0.999707,0.000055,0.00002,0.999989,0.039271,0.000003,0.000001,0.999999,0.018333,0,0.175671,0.116864,0.955165,0.83675,0.050951,0.979287,0.003151,0.000997,0.999466,0.155516,0.23992,16.422
CONFIRMED,CANDIDATE,1,0,0,0,0,0.00006,0.000116,0.999884,0.04174,0.003587,0.996413,0.000466,0.004781,0.999208,0.02245,0.003144,0.996856,0.000576,0.000063,0.999937,0.00001,0.000008,0.999997,0.045212,0.000005,0.000005,0.999997,0.00434,0,0.166226,0.193787,0.91714,0.85142,0.036685,0.966031,0.002711,0.001874,0.999414,0.154046,0.243958,15.289
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000034,0.00011,0.99989,0.010685,0.005678,0.994322,0.002559,0.00228,0.995651,0.01772,0.005099,0.994901,0.000271,0.000057,0.999943,0.000007,0.000006,0.999998,0.054501,0.00001,0.000009,0.999995,0.002352,0.142857,0.166226,0.193787,0.91714,0.85142,0.036685,0.966031,0.002711,0.001874,0.999414,0.154046,0.243958,15.289
CONFIRMED,CANDIDATE,1,0,0,0,0,0.000047,0.000046,0.999954,0.037441,0.001742,0.998258,0.005198,0.000105,0.992245,0.021086,0.00202,0.99798,0.000506,0.000034,0.999966,0.000012,0.000028,0.999997,0.060716,0.000015,0.000034,0.999993,0.007819,0,0.235361,0.22929,0.912032,0.847658,0.028533,0.860812,0.00322,0.006407,0.999389,0.516589,0.243875,15.09
'FALSE POSITIVE','FALSE POSITIVE',0.037,0,0,1,0,0.000044,0.000064,0.999936,0.040133,0.002392,0.997608,0.009335,0.000199,0.989582,0.021756,0.009158,0.990842,0.000624,0.00006,0.99994,0.000019,0.000061,0.999994,0.069799,0.000026,0.000082,0.999984,0.005555,0,0.260446,0.285503,0.878547,0.832048,0.036685,0.821044,0.003864,0.010305,0.999018,0.657181,0.243706,15.546
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000017,0.000017,0.999983,0.037096,0.001812,0.998188,0.012311,0.015139,0.997724,0.033715,0.002703,0.997297,0.000764,0.000033,0.999967,0.000131,0.000319,0.999968,0.084415,0.000055,0.000128,0.999971,0.01217,0,0.234454,0.227811,0.902951,0.84653,0.023777,0.847556,0.003281,0.00686,0.999303,0.873805,0.271942,15.021
